id,masked,original
3340,[MASK] witch [MASK] currently screens? . [MASK] you [MASK] interested [MASK] that ?,the witch is currently showing . would you be interested in that ?
3341,[MASK] many tickets [MASK] [MASK] title? ?,how many tickets do you need ?
3342,i [MASK] purchased your tickets [MASK] thank Find [MASK] enjoy [MASK] show [MASK],i have purchased your tickets . thank you and enjoy the show .
3343,i sure [MASK] [MASK] what [MASK] your 2pm: types [MASK] 1:!0 ?,i sure can . what are your favorite types of movies ?
3344,[MASK] [MASK] Absolutely. [MASK] afternoon [MASK] evening 33076? ?,would you like an afternoon or evening showing ?
3345,[MASK] [MASK] [MASK] [MASK] wanting [MASK] see [MASK] movie tonight [MASK] [MASK] pm [MASK] [MASK] nyc area,"hello , i am wanting to see a movie tonight around 8 pm in the nyc area"
3346,[MASK] you have [MASK] [MASK] [MASK] genre [MASK] mind ?,do you have a movie or genre in mind ?
3347,there is [MASK] 21st showing [MASK] amc Ok. [MASK] [MASK] how many [MASK] [MASK] you [MASK] ?,there is an 8:15 showing at amc village 7 . how many tickets would you like ?
3348,i have purchased your tickets [MASK] thank you [MASK] enjoy [MASK] [MASK] [MASK],i have purchased your tickets . thank you and enjoy the show .
3349,i [MASK] successfully purchased your tickets [MASK] [MASK] !,i have successfully purchased your tickets ! enjoy !
3350,thank you [MASK] [MASK] our system [MASK],thank you for using our system !
3351,[MASK] you have [MASK] [MASK] [MASK] genre [MASK] mind ?,do you have a movie or genre in mind ?
3352,i [MASK] purchased your tickets . thank you [MASK] enjoy [MASK] show [MASK],i have purchased your tickets . thank you and enjoy the show .
3353,How there [MASK] family movies playing [MASK] birmingham [MASK] al Outstanding [MASK] [MASK] pm,"are there any family movies playing in birmingham , al tomorrow around 2 pm"
3354,[MASK] [MASK] i [MASK] purchased 2 tickets [MASK] [MASK] 2:15 showing [MASK] zootopia [MASK],"great , i have purchased 2 tickets to the 2:15 showing of zootopia ."
3355,"[MASK] , [MASK] [MASK] wanting [MASK] see a movie tommorow [MASK] [MASK] pm [MASK] [MASK] sacramento area","hello , i am wanting to see a movie tommorow around 8 pm in the sacramento area"
3356,"[MASK] Mall, have [MASK] movie [MASK] genre [MASK] mind ?",do you have a movie or genre in mind ?
3357,there is a 7:25 showing [MASK] 3:35pm. natomas marketplace stadium [MASK] [MASK] [MASK] that acceptable ?,there is a 7:25 showing at regal natomas marketplace stadium 16 . is that acceptable ?
3358,i have purchased your tickets [MASK] thank you [MASK] enjoy [MASK] show [MASK],i have purchased your tickets . thank you and enjoy the show .
3359,"[MASK] there [MASK] [MASK] you assist me [MASK] Hamilton, [MASK] movie [MASK] go [MASK] [MASK] today ?","hey there . can you assist me in finding a movie to go to , today ?"
3360,sure [MASK] [MASK] city [MASK] Shattuck [MASK] you located [MASK] ?,sure . what city and state are you located in ?
3361,[MASK] [MASK] [MASK] time [MASK] you like [MASK] go ?,what date and time would you like to go ?
3362,today [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] evening viewing [MASK] response [MASK] [MASK] [MASK] t,"today , march 13 , and an evening viewing , around 8 - 9 pm"
3363,[MASK] [MASK] [MASK] [MASK] me [MASK] [MASK] friend [MASK],"2 , one for me and a friend ."
3364,[MASK] you have [MASK] movie or genre [MASK] [MASK] ?,do you have a movie or genre in mind ?
3365,[MASK] [MASK] tough choice [MASK] [MASK] you tell [MASK] [MASK] run time [MASK] [MASK] movie ?,hmm . tough choice . could you tell me the run time of the movie ?
3366,[MASK] [MASK] [MASK] [MASK] [MASK] minutes long . so [MASK] [MASK] [MASK] 8pm like me [MASK] do ?,"the movie is about 96 minutes long . so , what would you like me to do ?"
3367,i [MASK] purchased your tickets [MASK] thank you [MASK] [MASK] [MASK] show [MASK],i have purchased your tickets . thank you and enjoy the show .
3368,[MASK] [MASK] [MASK] you [MASK] [MASK] purchasing movie tickets ?,"hello , are you interested in purchasing movie tickets ?"
3369,[MASK] you tell me [MASK] good [MASK] [MASK],can you tell me how good cloverfield is
3370,[MASK] date [MASK] time [MASK] you like to go ?,what date and time would you like to go ?
3371,[MASK] theater [MASK] you want [MASK] go [MASK] ?,which theater do you want to go to ?
3372,i found [MASK] [MASK] pm [MASK] regal boy? stadium [MASK] [MASK] huntsville [MASK] would you [MASK] interested ?,i found a 10:05 pm for regal hollywood stadium 18 - huntsville . would you be interested ?
3373,great [MASK] how many tickets [MASK] [MASK] friendly ?,"great , how many tickets would you like ?"
3374,4:40pm. [MASK] purchased your tickets [MASK] thank you [MASK] enjoy [MASK] show [MASK],i have purchased your tickets . thank you and enjoy the show .
3375,i need [MASK] tickets [MASK] london [MASK] fallen tomorrow [MASK] [MASK] pm [MASK],i need 2 tickets for london has fallen tomorrow at 8 pm .
3376,[MASK] city [MASK] Memphis [MASK] Miami? [MASK] [MASK] ?,what city and state are you located in ?
3377,i [MASK] [MASK] your [MASK] [MASK] thank you [MASK] enjoy [MASK] MONACO [MASK],i have purchased your tickets . thank you and enjoy the show .
3378,i need [MASK] tickets [MASK] deadpool [MASK] [MASK] san antonio [MASK],i need 2 tickets for deadpool tomorrow in san antonio .
3379,around [MASK] time [MASK] you like [MASK] go ?,around what time would you like to go ?
3380,i [MASK] successfully purchased [MASK] tickets to [MASK] [MASK] serious [MASK] enjoy [MASK],i have successfully purchased 2 tickets to the 7:30 show . enjoy !
3381,"thank you [MASK] using our service [MASK] good Richmond, [MASK]","thank you for using our service , good bye ."
3382,"[MASK] , i [MASK] wanting [MASK] see [MASK] movie wednesday [MASK] [MASK] pm [MASK] [MASK] sacramento area","hello , i am wanting to see a movie wednesday around 8 pm in the sacramento area"
3383,[MASK] movie [MASK] you like [MASK] see ?,what movie would you like to see ?
3384,thanks [MASK] 5Pm many tickets [MASK] Bye need ?,"thanks , how many tickets will you need ?"
3385,i [MASK] purchased your tickets [MASK] thank you [MASK] enjoy [MASK] show [MASK],i have purchased your tickets . thank you and enjoy the show .
3386,hello [MASK] [MASK] you [MASK] [MASK] purchasing PG-13.How [MASK] ?,"hello , are you interested in purchasing movie tickets ?"
3387,[MASK] city [MASK] [MASK] [MASK] you located [MASK] ?,what city and state are you located in ?
3388,[MASK] day [MASK] you [MASK] [MASK] go ?,what day would you like to go ?
3389,[MASK] you have [MASK] movie [MASK] genre [MASK] Messiah\r\nPG-13 ?,do you have a movie or genre in mind ?
3390,[MASK] Portland. the witch [MASK] i [MASK] [MASK] know whats playing,something besides the witch but i do n't know whats playing
3391,i [MASK] purchased [MASK] tickets [MASK] thank you and enjoy [MASK] show [MASK],i have purchased your tickets . thank you and enjoy the show .
3392,i [MASK] like [MASK] tickets [MASK] [MASK] [MASK] messiah tomorrow [MASK] [MASK] pm [MASK] fredericksburg va,i 'd like 2 tickets to the young messiah tomorrow around 7 pm in fredericksburg va
3393,"there is [MASK] [MASK] showtime [MASK] paragon village [MASK] [MASK] [MASK] 16, purchase stickler tickets ?",there is a 7:10 showtime at paragon village 12 . should i purchase your tickets ?
3394,i have successfully purchased [MASK] tickets [MASK] the [MASK] show . enjoy [MASK],i have successfully purchased 2 tickets to the 7:10 show . enjoy !
3395,thanks [MASK] using sacramento? service [MASK],thanks for using our service !
3396,i want [MASK] Virginia [MASK] see [MASK] tomorrow [MASK] [MASK] pm [MASK] seattle [MASK],i want 2 tickets to see deadpool tomorrow at 8 pm in seattle .
3397,[MASK] theater [MASK] you want [MASK] [MASK] [MASK] ?,which theater do you want to go to ?
3398,i [MASK] successfully purchased [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] enjoy [MASK],i have successfully purchased 2 tickets to the 8:15 show . enjoy !
3399,[MASK] [MASK] get [MASK] tickets [MASK] [MASK] witch [MASK] birmingham [MASK] [MASK] tomorrow [MASK] [MASK] pm,"can i get 2 tickets to the witch in birmingham , al tomorrow around 2 pm"
3400,great [MASK] [MASK] have purchased [MASK] tickets [MASK] [MASK] 8:30 showing [MASK] enjoy your show [MASK],"great , i have purchased 2 tickets to the 8:30 showing , enjoy your show ."
3401,i [MASK] purchased your tickets [MASK] thank you [MASK] enjoy [MASK] show [MASK],i have purchased your tickets . thank you and enjoy the show .
3402,i [MASK] trying [MASK] see risen field. [MASK] [MASK] [MASK] for [MASK] people [MASK],i am trying to see risen tomorrow at 7 pm for 2 people .
3403,[MASK] child [MASK] state [MASK] you Brook [MASK] ?,what city and state are you located in ?
3404,it 's message [MASK] [MASK] pm at amc security square [MASK] [MASK] [MASK] that work [MASK] you ?,it 's playing at 7 pm at amc security square 8 . does that work for you ?
3405,i [MASK] purchased [MASK] tickets [MASK] thank you [MASK] enjoy [MASK] show [MASK],i have purchased your tickets . thank you and enjoy the show .
3406,[MASK] [MASK] are you interested [MASK] purchasing [MASK] [MASK] ?,"hello , are you interested in purchasing movie tickets ?"
3407,[MASK] [MASK] [MASK] are [MASK] [MASK] superhero movies [MASK] right now ?,yes please . are there any superhero movies out right now ?
3408,it [MASK] rated r. how many nice [MASK] you [MASK] ?,it is rated r. how many tickets will you need ?
3409,[MASK] [MASK] i [MASK] take those [MASK],alright . i 'll take those please
3410,[MASK] [MASK] successfully purchased [MASK] tickets [MASK] [MASK] [MASK] pm show [MASK] enjoy [MASK],i have successfully purchased 2 tickets to the 10 pm show . enjoy !
3411,i need [MASK] suggestion [MASK] [MASK] good movie [MASK] [MASK] austin tx area,i need a suggestion on a good movie in the austin tx area
3412,do you have [MASK] genre [MASK] [MASK] ?,do you have a genre in mind ?
3413,[MASK] date [MASK] time [MASK] you doesn't [MASK] go ?,what date and time would you like to go ?
3414,[MASK] [MASK] i [MASK] look [MASK] [MASK] closest time [MASK] [MASK] [MASK] many tickets [MASK] [MASK] need ?,"okay , i 'll look for the closest time match . how many tickets will you need ?"
3415,4-Star [MASK] successfully purchased [MASK] tickets [MASK] [MASK] 7:10 showing [MASK] enjoy [MASK],i have successfully purchased 2 tickets to the 7:10 showing . enjoy !
3416,how many tickets [MASK] you like ?,how many tickets would you like ?
3417,[MASK] [MASK] successfully purchased your tickets ! enjoy [MASK],i have successfully purchased your tickets ! enjoy !
3418,deadpool sounds wonderful [MASK] can you help me purchase [MASK] ticket [MASK] it ?,deadpool sounds wonderful : can you help me purchase a ticket to it ?
3419,sure [MASK] [MASK] city [MASK] state [MASK] you located [MASK] ?,sure : what city and state are you located in ?
3420,9:15pm. want [MASK] see eddie the eagle [MASK] amc [MASK] plaza [MASK] tampa,i want to see eddie the eagle at amc westshore plaza in tampa
3421,[MASK] date [MASK] time [MASK] you like [MASK] go ?,what date and time would you like to go ?
3422,[MASK] if it [MASK] [MASK] then [MASK] [MASK] not then [MASK] weekday [MASK] [MASK] pm,"tomorrow if it 's playing then , if not then any weekday about 4 pm"
3423,[MASK] is [MASK] [MASK] show [MASK] that work [MASK] you ?,there is a 4:05 show would that work for you ?
3424,i [MASK] you!! purchased [MASK] [MASK] [MASK] the 4:05 [MASK] : enjoy [MASK],i have successfully purchased 2 tickets to the 4:05 show : enjoy !
3425,i [MASK] [MASK] [MASK] [MASK] tickets [MASK] see [MASK] young enjoy! tomorrow [MASK] chicago [MASK],i am looking for 3 tickets to see the young messiah tomorrow in chicago :
3426,[MASK] time [MASK] you like [MASK] go ?,what time would you like to go ?
3427,i have successfully purchased [MASK] tickets [MASK] [MASK] evening. showing [MASK] enjoy [MASK],i have successfully purchased 3 tickets for the 9:10 showing : enjoy !
3428,[MASK] [MASK] for using preferable service [MASK],thank you for using our service !
3429,[MASK] [MASK] [MASK] find me [MASK] sci - fi everything! [MASK] atlanta [MASK] 3\/21 missed,"hello , please find me a sci - fi moviename in atlanta for tomorrow afternoon"
3430,10 cloverfield lane [MASK] [MASK] released [MASK] weekend [MASK] want [MASK] try that ?,10 cloverfield lane was just released this weekend : want to try that ?
3431,[MASK] [MASK] book it [MASK] [MASK] [MASK] possible,yes please book it around noon if possible
3432,[MASK] that [MASK] be perfect,yes that would be perfect
3433,great [MASK] [MASK] many tickets [MASK] you need ?,"great , how many tickets do you need ?"
3434,great [MASK] i [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] 12:15 lloyd [MASK] [MASK] regal tomorrow [MASK],"great , i have purchased 1 ticket for the 12:15 showing at the regal tomorrow :"
3435,"you [MASK] [MASK] , enjoy [MASK] moviename [MASK]","you 're welcome , enjoy your moviename :"
3436,good afternoon [MASK] [MASK] you heard [MASK] [MASK] [MASK] movienames that [MASK] come out recently ?,"good afternoon , have you heard about any good movienames that have come out recently ?"
3437,[MASK] [MASK] 6:30 was [MASK] error [MASK] your respones [MASK] [MASK] you repeat that ?,"sorry , there was an error with your respones : could you repeat that ?"
3438,[MASK] [MASK] lane FL around [MASK] pm [MASK] [MASK] people [MASK] birmingham [MASK] al,"10 cloverfield lane tomorrow around 2 pm for 2 people in birmingham , al"
3439,[MASK] [MASK] successfully purchased [MASK] [MASK] [MASK] [MASK] [MASK] show [MASK] enjoy [MASK],i have successfully purchased 2 tickets to the 1:45 show : enjoy !
3440,[MASK] Indian like [MASK] see it [MASK] 3d [MASK] [MASK] standard 2d Alamo ?,would you like to see it in 3d or the standard 2d showing ?
3441,FAMILY is [MASK] 3:25 showing [MASK] [MASK] i purchase your [MASK] ?,there is a 3:25 showing : should i purchase your tickets ?
3442,i [MASK] purchased your tickets [MASK] thank you [MASK] enjoy [MASK] show [MASK],i have purchased your tickets : thank you and enjoy the show :
3443,[MASK] i get [MASK] tickets [MASK] risen [MASK] tomorrow at [MASK] pm [MASK],can i get 3 tickets for risen for tomorrow at 8 pm :
3444,[MASK] city [MASK] state [MASK] you IMAX [MASK] ?,what city and state are you located in ?
3445,there is [MASK] 8:15 [MASK] [MASK] hollywood action/adventure/sci-fi theatre [MASK] [MASK] that acceptable ?,there is an 8:15 showing at hollywood hits theatre : is that acceptable ?
3446,[MASK] city [MASK] state [MASK] Zootopia\r\n\r\nCentury located in ?,what city and state are you located in ?
3447,there is [MASK] 8:15 showing [MASK] hollywood hits No [MASK] [MASK] that acceptable ?,there is an 8:15 showing at hollywood hits theatre : is that acceptable ?
3448,[MASK] [MASK] purchased your tickets [MASK] thank you [MASK] enjoy [MASK] show [MASK],i have purchased your tickets : thank you and enjoy the show :
3449,"[MASK] [MASK] get [MASK] 3:10pm, [MASK] eddie [MASK] eagle tomorrow [MASK] [MASK] pm in [MASK] diego ?",can i get a ticket for eddie the eagle tomorrow at 8 pm in san diego ?
3450,[MASK] theater [MASK] [MASK] want [MASK] go [MASK] ?,which theater do you want to go to ?
3451,[MASK] book [MASK] child tickets [MASK] deadpool today [MASK] [MASK] [MASK],please book 6 child tickets to deadpool today around 4 :
3452,[MASK] [MASK] [MASK] state [MASK] you located [MASK] ?,what city and state are you located in ?
